"puesto","empresa","nivel","area","fecha","detalle","fecha_scraping"
"AYUDANTE DE COCINA.","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Agil y dinámico, buena presencia.",2018-12-11 14:30:22
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Ccon buena presencia",2018-12-11 14:30:22
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Para restaurante  Horario nocturno con referencias",2018-12-11 14:30:22
"AUXILIAR DE SERVICIO","","Auxiliar","Salud","Hace 1 semana "," Para diferentes turnos para centro psicosocial. Buena disponib ilidad, cumplimiento en el horario.",2018-12-11 14:30:22
"MONITOR / COORDINADOR","","Profesional","Salud","Hace 1 semana "," Para atencion de usuarios para centro psicosocial, dia domingo. de 6 a 18 hs. Responsable, con experiencia.",2018-12-11 14:30:22
"EMPLEADA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," De 20 a 40 años para cuidar pesona mayor con c ama y comida para tareas varias, para Punta del Este desde  diciembre a abril $ 16.000",2018-12-11 14:30:22
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Para Boutique.  Con flexibilidad horaria.",2018-12-11 14:30:22
"RECEPCIONISTA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," JUBILADA industria y comercio para atender hotel en la noche.",2018-12-11 14:30:22
"GUARDIA DE SEGURIDAD","GRUPO RELUCE","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","Importante empresa de seguridad selecciona: GUARDIAS DE SEGURIDAD que residan en la ciudad de Montevideo y Las Piedras. Se ofrece servicios de PRIMER NIVE ...",2018-12-11 14:30:22
"COCINERA / COCINERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," COCINERA/COCINERO con experiencia. Para Bar zona céntrica.",2018-12-11 14:30:22
"PARRILLERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Para restaurante con experiencia Buena presencia",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," CONDUCTOR o conductora para taxi de Montevideo, que viva Ciudad de la Costa.",2018-12-11 14:30:22
"COCINERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," para Parador Beiamar",2018-12-11 14:30:22
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","  MOZA para parador Parador Beiramar   ",2018-12-11 14:30:22
"PERSONAL","","Auxiliar","Servicios - Oficios","Hace 1 semana "," PERSONAL",2018-12-11 14:30:22
"EMPLEADA PARA MOSTRADOR DE PANADERIA","","Auxiliar","Atención al cliente","Hace 1 semana "," EMPLEADA mostrador de Panaderia c/experiencia, Presentarse PERSONALMENTE",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Para taxi Responsable con referencias turno de 14 a 24  Toyota 141 Zona Paso Molino",2018-12-11 14:30:22
"GOMERO","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Con experiencia excluyente.",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Con o sin experiencia Ambos turnos",2018-12-11 14:30:22
"CORTINERO MASCULINO","","Peon","Producción","Hace 1 semana "," Cortinero masculino con experiencia en ramo ,   para Importante empresa de cortinas de enrollar .",2018-12-11 14:30:22
"AYUDANTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Femenino con experiencia   zona Pocitos . Corte y Elaboracion.",2018-12-11 14:30:22
"CAJERA","","Auxiliar","Ventas - Comercial","Hace 1 semana "," autoservice. Punta Carretas, 30 y 40 años, c/experiencia, turno vespertino. Postularse en la página de Gallito.",2018-12-11 14:30:22
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con Experiencia en restaurante, referencias y disponibilidad horaria, zona Punta Gorda.",2018-12-11 14:30:22
"GUARDIA DE SEGURIDAD","","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Con experiencia y referencias comprobables.  Zona Punta Gorda.",2018-12-11 14:30:22
"MOZO DE BARRA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia en restaurante, referencias y disponibilidad horaria, zona Punta Gorda.",2018-12-11 14:30:22
"CHOFER PARA UBER","","Peon","Servicios - Oficios","Hace 1 semana "," Para 2 turnos, libreta E Empresa DGI BPS Con experiencia y referencias",2018-12-11 14:30:22
"MOZA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","  con experiencia, solicita importante restoran",2018-12-11 14:30:22
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Sepa manos y pies con experiencia para fines de semanas",2018-12-11 14:30:22
"RECEPCIONISTA - COORDINACIONES DE CONSULTAS","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Sexo femenino Edad entre 27 y 36 Atención al cliente Recepción y coordinación de consultas La búsqueda se orienta a mujeres entre 27 y 36 años, dinámica, c ...",2018-12-11 14:30:22
"ADMINISTRATIVO","Importante empresa","Auxiliar","Administración - Secretariado","Hace 1 semana ","Diversas tareas administrativas Atención a clientes Edad: 24-32 años Lunes a viernes 9-18hs Persona responsable, resolutiva y con experiencia Perfil: buena ...",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," CHOFER para taxi efectivo, horario diurno",2018-12-11 14:30:22
"CHOFER TAXI","Dueño - Trato directo","Peon","Servicios - Oficios","Hace 1 semana ","Chofer CAT E Montevideo, para ambos turnos o solo.  Trato directo con dueño. Coches nuevos. Buen ambiente laboral.  Se valora responsabilidad y compromiso. ...",2018-12-11 14:30:22
"CONFITERO","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Rapido, prolijo, con referencias.",2018-12-11 14:30:22
"PORTERO","","Auxiliar","Seguridad - Vigilancia","Hace 1 semana "," Tambien hace limpieza en el edificio. Excelentes referencias",2018-12-11 14:30:22
"MOZO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," para Ciudad Vieja , trato con turistas.",2018-12-11 14:30:22
"AUXILIAR CONTABLE","Estudio contable","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana ","Auxiliar para estudio contable (part time, 4-5 horas diarias).  Orientamos nuestra búsqueda a persona dinámica, responsable, con capacidad de organización. ...",2018-12-11 14:30:22
"BRUSHINISTA","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Para peluquería en Punta del Este. Trabajo por temporada  de dic. a feb. Con referencias y experiencia. Buen sueldo.",2018-12-11 14:30:22
"EMPLEADA PARA MOSTRADOR","","Auxiliar","Atención al cliente","Hace 1 semana "," de panadería y supermercado (empleado/a).   con experiencia y referencias  ",2018-12-11 14:30:22
"CAJERA","","Auxiliar","Ventas - Comercial","Hace 1 semana "," conocimientos atención al público y fiambrera.  para supermercado y panaderia. exp. y ref.",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Jubilado de Industria y Comercio. Requisito excluyente: flexibilidad horaria.",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Para taxi horario de 17 a 5 hrs con o sin experiencia ",2018-12-11 14:30:22
"PIZZERO CORTADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Con experiencia",2018-12-11 14:30:22
"CONFECCIONISTAS","","Oficial","Producción","Hace 1 semana "," para fundas de  almohadones articulos de camping  en lonas gruesas y pantosotes,",2018-12-11 14:30:22
"AUXILIAR CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana "," AUXILIAR contable La Compañia del Oriente solicita , persona con experiencia en registración y programas Memory , Conty y Excel.   ",2018-12-11 14:30:22
"CADETE PARA DEPOSITO","","Peon","Logística - Distribución","Hace 1 semana "," Edad 18 a 25 años para tienda de tecnología",2018-12-11 14:30:22
"LIMPIADORAS","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Con experiencia  Horario de 23 a 5  $ 750 por noche",2018-12-11 14:30:22
"ENCARGADO","","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana "," Ambos sexos  con experiencia",2018-12-11 14:30:22
"ATENCION MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Y envasado.(femenino) Con experiencia en fábrica de pastas. Horario de trabajo: 7 a 15 horas.",2018-12-11 14:30:22
"DISTRIBUIDOR","","Auxiliar","Logística - Distribución","Hace 1 semana "," Empresa de Snack y cereales solicita distribuidores no  exclusivos para Montevideo e interior. Empresa en expansión con productos de gran rotación.",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," para Empresa de Snack y cereales solicita vendedor  no  exclusivos para Montevideo y área metropolitana  . Empresa en expansión con productos de gran rot ...",2018-12-11 14:30:22
"VENDEDOR","Delta colchones y muebles","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Apoyo a ventas y al encargado de ventas Seguimiento de compras y ventas Coordinación de fletes Ingreso de facturas  Vendedor con experiencia en muebles y c ...",2018-12-11 14:30:22
"PINTOR","","Oficial","Servicios - Oficios","Hace 1 semana "," Preparador de autos Con referencias.",2018-12-11 14:30:22
"AUXILIAR DE DEPOSITO","","Auxiliar","Logística - Distribución","Hace 1 semana "," Selecciona Importante Empresa Responsabilidades: Carga y descarga. Expedición.  Atención al cliente. Manejo de documentación. Requisitos: Puntualidad y ...",2018-12-11 14:30:22
"AYUDANTE DE COCINA - PLANCHERO","Chivipizza Punta Carretas","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Realizar de manera cualificada la planificación, organización y control de todas las tareas propias de su sector. Es el responsable del manejo eficiente de ...",2018-12-11 14:30:22
"PINTOR","","Oficial","Construcción - Arquitectura","Hace 1 semana "," PINTORES comprobada experiencia en técnicas verticales (Silleta)",2018-12-11 14:30:22
"ATENCION MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 1 semana "," Femenino para Farmacia con experiencia (excluy ente).",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 1 semana "," Efectivo ambos turnos., libreta E Montevideo, taxi 141, relevo puerta a puerta.",2018-12-11 14:30:22
"CHOFERES DE TAXI","","Peon","Servicios - Oficios","Hace 1 semana "," preferentemente viva en Malvin, Malvin Norte o Unión",2018-12-11 14:30:22
"EMPRESA = OPORTUNIDAD","OPORTUNIDAD ONLINE","Ejecutivo Comercial","Hotelería - Gastronomía - Turismo","Hace 1 semana ","ATENCION!! Empresa De Turismo, 18 Años de Trayectoria Da  Oportunidad Única, Tiempo Limitado. Emprende Tu Propio Negocio! Acceso Super Accesible!! Pasajes  ...",2018-12-11 14:30:22
"VENDEDOR SENIOR . FREE LANCE","Importante empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","IMPORTANTE FM de MONTEVIDEO busca VENDEDOR SENIOR - FREE LANCE Manejar cartera de clientes a resultado, con cumplimientos y metas fijadas",2018-12-11 14:30:22
"AUXILIAR DE LIMPIEZA","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 semana ","Se busca persona responsable , dinamica y con buena disposicion. Estabilidad laboral en una empresa con mas de 80 años en el mercado laboral.",2018-12-11 14:30:22
"ENCARGADA","","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana "," Rubro vestimenta c/ experiencia y referencias comprobables en el cargo.",2018-12-11 14:30:22
"PEON","","Peon","Servicios - Oficios","Hace 1 semana "," Para feria que viva cerca, p/sabado y domingo",2018-12-11 14:30:22
"VENDEDOR","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Ambos sexos ,para tienda de  prendas de cuero lana y regalos en la zona Mercado del Puerto, 25 a 45 años, con probada experiencia en ventas al público, bu ...",2018-12-11 14:30:22
"COCINERA","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Ayudante de cocina , sexo femenino  de lunes a viernes con referencias",2018-12-11 14:30:22
"MAESTRA","","Profesional","Educación - Recreación - Deportes","Hace 1 semana "," Preescolar con titulo habilitante del MEC para jardin centrico",2018-12-11 14:30:22
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 1 semana "," Conocimientos contables y PC, apoyo en ventas zona Nuevo Paris.  ",2018-12-11 14:30:22
"BARBERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana ","  zona Paso de la Arena. ",2018-12-11 14:30:22
"CHOFER DE TAXI","","Peon","Servicios - Oficios","Hace 1 semana "," Buena presencia, excelentes referencias comprobables.  Buenas condiciones laborales, libreta profesional de Montevideo  categoria E preferentemente,  e ...",2018-12-11 14:30:22
"OFICIAL SANDWICHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Masculino. Con experiencia.",2018-12-11 14:30:22
"ENCARGADO/A","","Auxiliar","Ventas - Comercial","Hace 1 semana "," para supermercado y panaderia. experiencia y referencias",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO CONTABLE","","Auxiliar","Finanzas - Contabilidad - Auditoria","Hace 1 semana "," Con sólidos conocimientos en Conciliaciones bancarias, manejo de per sonal, control de caja, proveedores, mantenimiento, registro, pagos, y m anejo de C ...",2018-12-11 14:30:22
"ADMINISTRATIVA","","Asistente","Finanzas - Contabilidad - Auditoria","Hace 1 semana "," Con experiencia y referencias",2018-12-11 14:30:22
"CONFITERO/SANDWICHERO Y AYUDANTE","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," para supermercado y panaderia 24 horas.  ambos sexos con exp. y ref.",2018-12-11 14:30:22
"LIMPIADORES - LIMPIADORAS","","Auxiliar","Servicios - Oficios","Hace 1 semana ","  Experiencia.  Referencia.  Buena presencia.  Certificado de buena conducta.  Resida en Montevideo  Al postularse adjuntar CV.",2018-12-11 14:30:22
"REPONEDOR/A","","Auxiliar","Ventas - Comercial","Hace 1 semana "," atencion para supermercado y panaderia 24 horas.  ambos sexos con exp. y ref.",2018-12-11 14:30:22
"CADETE CON O SIN MOTO","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana "," CADETE con o sin moto (especif. en asunto)",2018-12-11 14:30:22
"PELUQUERA","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," PELUQUERA/O con experiencia. Sueldo a convenir.",2018-12-11 14:30:22
"ASISTENTE DE COCINA","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Experiencia: 3 años. full time. disponibilidad horaria.",2018-12-11 14:30:22
"CAJERO","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana "," Con experiencia y secundaria completa",2018-12-11 14:30:22
"AUXILIAR DE VENTAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana "," Auxiliar de Ventas",2018-12-11 14:30:22
"ENCARGADO DE LIMPIEZA","Importante empresa","Peon","Producción","Hace 1 semana ","Encargado de limpieza Encargado de limpieza para planta",2018-12-11 14:30:22
"AYUDANTE PANADERO","Importante empresa","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Principales tareas de Ayudante de Panadero Indispensable contar con experiencia",2018-12-11 14:30:22
"PELUQUERO","","Técnico / Especialista","Servicios - Oficios","Hace 1 semana "," Para salón masculino Buena presencia., Excelente remuneración y ambiente laboral ",2018-12-11 14:30:22
"ADMINISTRATIVA","","Auxiliar","Administración - Secretariado","Hace 1 semana "," Con experiencia.",2018-12-11 14:30:22
"AUXILIAR TELEFONICO","","Auxiliar","Teleoperadores - Call Center","Hace 1 semana "," Para cobranzas, horario part time, turno vespertino.  Preferentemente entre 18 y 25 años.",2018-12-11 14:30:22
"CADETE / AYUDANTE DE SERVICIO TÉCNICO","","Auxiliar","Cadetería - Cobranzas","Hace 1 semana ","  Empresa de equipamiento médico selecciona.  Cadete / ayudante de servicio técnico Requisitos: Secundaria completa,  trabajo part time,  lunes  a viern ...",2018-12-11 14:30:22
"CAPATAZ PARA COOPERATIVA DE AYUDA MUTUA","covifaro","Supervisor / Encargado","Construcción - Arquitectura","Hace 1 semana ","Comienzo de obra primeros meses del 2019, pactada a 24 meses. responsabilidad , para cumplir avances de obra , amplia experiencia en cooperativa de ayuda m ...",2018-12-11 14:30:22
"MEDIO OFICIAL SANITARIO","EMPRESA DE SERVICIOS SANITARIOS Y AFINES","Técnico / Especialista","Construcción - Arquitectura","Hace 1 semana ","Mantenimiento preventivo del Hospital  horario de 15h a 23  de lunes a sábados Excluyente  titulo de UTU de Sanitario Sueldo entre Aprox 25.0000 líquidos m ...",2018-12-11 14:30:22
"JEFE DE SECCION","Importante empresa","Supervisor / Encargado","Ventas - Comercial","Hace 1 semana ","SALON DE VENTAS- PERSONAL CARGO SALON DE VENTA PRONTO PARA UNA BUENA VENTA- EXCELENTE AMBIENTE LABORAL. CUMPLIR CON SUS HORARIOS",2018-12-11 14:30:22
"PEON","","Peon","Producción","Hace 1 semana "," Para parking, horario nocturno y/o diurno con licencia de conducir.",2018-12-11 14:30:22
"AUXILIAR COLOCADOR","Importante empresa","Peon","Producción","Hace 1 semana ","Realización de ploteos de corte colocador de vinilos Refilado de materiales Acorde al cargo",2018-12-11 14:30:22
"CORTADOR","TejaCenter","Oficial","Producción","Hace 1 semana ","Cortador Control de stock  Rotación de mercadería Control de stock Rotación de mercadería",2018-12-11 14:30:22
"AUXILIAR DE LAVADERO","Importante empresa","Auxiliar","Servicios - Oficios","Hace 1 semana ","Se busca Auxiliar de lavandería para hotel 3 estrellas. Zona palermo, parque rodó. Horario de trabajo de 9 a 18 hs solo sábados y domingos.(18 hs semanales ...",2018-12-11 14:30:22
"DISEÑADOR GRÁFICO","","Analista","Arte - Diseño - Comunicación","Hace 1 semana "," Para imprenta, con experiencia Trabajo estable Al postularse adjuntar foto",2018-12-11 14:30:22
"CHOFER DE TAXI","SIN NOMBRE","Peon","Servicios - Oficios","Hace 1 semana ","CHOFER TAXI DE MONTEVIDEO. CON LIBRETA CATEGORIA E.  HORARIO DIURNO DE 3 A 15 HS. HORARIO NOCTURNO DE 3 A 15 HS RELEVO PUERTA A PUERTA. CHOFER DE TAXI DE M ...",2018-12-11 14:30:22
"ESTUDIANTE AVANZADO DE ARQUITECTURA TRABAJO PART TIME","Importante empresa","Profesional","Construcción - Arquitectura","Hace 1 semana ","Asistencia en instancias de proyecto y generacion de recaudos para la construccion de los mismos. trabajo Part time (10 hs semanales), safral. relevar, pro ...",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 6 días "," Para taxi diurno, experiencia en manejo, buen coche, radio 141.con relevos.",2018-12-11 14:30:22
"VENDEDORA ZAFRAL","empresa de uniformes","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Ventas en local comercial de uniformes y ventas web. Experiencia, buena presencia, manejo de PC y responsabilidad excluyentes. Secundaria completa. Ventas, ...",2018-12-11 14:30:22
"PLANCHERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 6 días "," PLANCHERO práctico y rápido, con experiencia para pizzería.",2018-12-11 14:30:22
"CHOFER","","Peon","Servicios - Oficios","Hace 6 días "," En Montevideo con experiencia en distribución en comercios minoristas, poseer  libreta.",2018-12-11 14:30:22
"VENDEDORAS","","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días "," Para panaderia pastelería Dirigido solo a estudiantes de 18 a 22 años. 5 horas de trabajo Horario de 12:30 a 17:30 horas Libra día lunes.",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO  DEPOSITO LOGISTICA","","Auxiliar","Administración - Secretariado","Hace 6 días "," Ofrecemos la posibilidad de ingresar  en nuestra empresa a una persona responsable, proactiva y dispuesta a realizar todas las tareas correspondientes al  ...",2018-12-11 14:30:22
"ATENCION MOSTRADOR","","Auxiliar","Atención al cliente","Hace 6 días "," Con experiencia excluyente Zona Centro",2018-12-11 14:30:22
"MAESTRO PRIMARIA TURNO MATUTINO","Colegio Zona Cerro","Profesional","Educación - Recreación - Deportes","Hace 1 semana ","1. Ser el/la responsable de su grupo de clase en todo momento. 2. Realizar plan diario y anual de acuerdo al diagnóstico y programa escolar, debiendo reali ...",2018-12-11 14:30:22
"CHOFER PARA TAXI","","Peon","Servicios - Oficios","Hace 1 semana "," Jubilado, ambos sexos. Para la mañana y tarde.",2018-12-11 14:30:22
"DISEÑADORA GRÁFICA","","Analista","Arte - Diseño - Comunicación","Hace 1 semana "," Femenino con experiencia en diseño de modas De lunes a viernes de 7 a 16:30 horas",2018-12-11 14:30:22
"PIZZERO Y MAESTRO PIZZERO","Importante empresa","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana ","Elaboración de Pizzas. Despacho. Control de Stock. Liderazgo de Equipo. Elaboracion de Alimentos de acuerdo a los Standares de la Empresa",2018-12-11 14:30:22
"ADMINISTRATIVA/O","","Auxiliar","Administración - Secretariado","Hace 1 semana "," Con estudios administracion de empresas, computación Buena escolaridad",2018-12-11 14:30:22
"AEG FACILITIES URUGUAY: GERENTE DE BOOKING ","ADVICE","Gerente","Directivos - Ejecutivos","Hace 1 semana ","AEG Facilities Uruguay, Antel Arena selecciona: Profesionales egresados de carreras de Marketing, Administración de Empresas o similar. Muy buen dominio d ...",2018-12-11 14:30:22
"VENDEDORAS.","","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Ventas  reposición de mercaderia Vendedoras p/local  centro. disponibilidad horaria..",2018-12-11 14:30:22
"VENDEDORA","Importante Empresa","Ejecutivo Comercial","Ventas - Comercial","Hace 1 semana ","Vendedora para SHOPPING COSTA URBANA. Disponibilidad horaria Ventas en el salon comercial y eventual manejo de caja.",2018-12-11 14:30:22
"AGT: PROGRAMADOR DE JUEGOS FLASH (AS3)","ADVICE","Analista","Tecnologías de la información","Hace 1 semana ","Ativo Game Technology es una empresa de desarrollo de sistemas de juego. AGT creó y perfeccionó una  plataforma de juegos en línea. Personas con formación ...",2018-12-11 14:30:22
"BLUEKIRI: DATA SCIENTIST","ADVICE","Analista","Tecnologías de la información","Hace 1 semana ","More than 2T of data gets generated and processed everyday at Bluekiri.com, and we are excited to use all this data to build intuitive products for the tra ...",2018-12-11 14:30:22
"DESARROLLADORES SENIOR Y SEMI SENIOR","ADVICE","Analista","Tecnologías de la información","Hace 1 semana ","Importante empresa de la industria del entretenimiento. Personas con formación en carreras vinculadas a Sistemas. Será valorado el conocimiento del Framew ...",2018-12-11 14:30:22
"VIGILANTES","","Auxiliar","Seguridad - Vigilancia","Hace 1 semana ","  San José, Libertad o prox. 35 a 55 años,. Retirado militar  o policial preferentemente.",2018-12-11 14:30:22
"REPOSTERA/O","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 1 semana "," Experiencia: 3 años. full time. disponibilidad horaria.",2018-12-11 14:30:22
"VENDEDORA","Florería","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","Ventas, atención al público Atención al público y ventas",2018-12-11 14:30:22
"MENTOR DE CAMPO","Centro Ceibal","Profesional","Educación - Recreación - Deportes","Hace 5 días ","•	Impulsar el cumplimiento de los objetivos propuestos por el Proyecto RED en cada centro educativo, aportando para el desarrollo de cambios pedagógicos, i ...",2018-12-11 14:30:22
"REFERENTE PROYECTO APRENDER TODOS","Centro Ceibal","Profesional","Educación - Recreación - Deportes","Hace 5 días ","•	Ser referente del Programa en el territorio para los distintos subsistemas. •	Brindar apoyo, asesoramiento y seguimiento a los centros educativos partici ...",2018-12-11 14:30:22
"CORTADOR","Rocasil srl","Técnico / Especialista","Servicios - Oficios","Hace 5 días ","Cortador, vendedor. CORTADOR p/ carnicería. Experie ncia y buena presencia. Supermercado Donato, Pajas Blancas",2018-12-11 14:30:22
"ENCARGADA DE TURNO PARA RESIDENCIAL 3RA EDAD","","Auxiliar","Salud","Hace 5 días ","Encargada de turno para residencial 3ra edad.Imprescindible con experiencia en el rubro como encargada. Turno de 06 a 14 y 14 a 22. Sueldo mensual en mano  ...",2018-12-11 14:30:22
"TOP SYSTEMS: ARQUITECTO DE SOFTWARE (ORIENTADO A SERVICIOS)","ADVICE","Analista","Tecnologías de la información","Hace 5 días ","Desde 1987 generamos soluciones tecnológicas innovadoras, que se constituyen en partes fundamentales del funcionamiento de cada uno de nuestros clientes.  ...",2018-12-11 14:30:22
"AYUDANTA","","Auxiliar","Producción","Hace 5 días "," De 18 a 21 años sin experiencia",2018-12-11 14:30:22
"ADMINISTRATIVO CONTABLE","Valentina Brasil","Asistente","Finanzas - Contabilidad - Auditoria","Hace 5 días ","Procesamiento y Control de Documentación, Conciliaciones Bancarias y de Proveedores, gestiones administrativas varias Correcto procesamiento y Control de D ...",2018-12-11 14:30:22
"BOLETERO","","Auxiliar","Servicios - Oficios","Hace 5 días "," PERSONAL para boletero en desfil es de Carnaval Montevideo.  Con  Cédula y Carnet de Salud y c on sus respectivas fotocopias.",2018-12-11 14:30:22
"VENDEDORA","","Ejecutivo Comercial","Ventas - Comercial","Hace 5 días ","  para taller de afilados con vehículo",2018-12-11 14:30:22
"OPERARIO","","Peon","Producción","Hace 5 días "," Con libreta de conducir, experiencia en manejo de herramientas portátiles para  instalaciones básicas.",2018-12-11 14:30:22
"PEDÍCURA","","Técnico / Especialista","Servicios - Oficios","Hace 5 días "," Con disponibilidad horaria Buena actitud y mucha experiencia",2018-12-11 14:30:22
"GUARDIAS DE SEGURIDAD","","Auxiliar","Seguridad - Vigilancia","Hace 5 días "," De 25 a 50 años, con experiencia, para Shopping de Puta del Este. Para temporada.",2018-12-11 14:30:22
"MAESTRO AMASADOR","","Técnico / Especialista","Hotelería - Gastronomía - Turismo","Hace 6 días "," MAESTRO Amasador con disponibilidad horaria, con experiencia y referencias",2018-12-11 14:30:22
"CADETE CON MOTO.","","Auxiliar","Cadetería - Cobranzas","Hace 6 días ","  RECONOCIDA EMPRESA EN SOLUCIONES ELECTROENERGETICAS BUSCA  NECESITAMOS GENTE PROACTIVA, DINAMICA, CON GANAS DE TRABAJAR. INDISPENSABLE TENER BUENA REL ...",2018-12-11 14:30:22
"ATENCION AL MOSTRADOR","","Auxiliar","Servicios - Oficios","Hace 6 días "," ATENCION en mostrador ambos sexos con referencias de sandwicheri a y rotisería",2018-12-11 14:30:22
"ASESOR COMERCIAL","ADVICE","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","Empresa del rubro automotriz de primer nivel. Personas con fuerte vocación de servicio y que cuenten con un mínimo de tres años de experiencia laboral en  ...",2018-12-11 14:30:22
"PSICOPEDAGOGO/A - FONOAUDILOGO/A - PSICOMOTRICISTA","Centro CIPRES","Profesional","Salud","Hace 6 días ","Acompañamiento terapéutico con infantes. Acompañamiento terapéutico con infantes.",2018-12-11 14:30:22
"LIDER DE GRUPO","CREANDO FUTURO","Ejecutivo Comercial","Ventas - Comercial","Hace 6 días ","capacitación personal  permanente para trasmitirlos y motivar a equipos. liderar  y motivar equipos en el área de  ventas y de interrelacionamiento.",2018-12-11 14:30:22
"AYUDANTE PANADERO","","Auxiliar","Hotelería - Gastronomía - Turismo","Hace 6 días ","Ayudante Panadero con Experiencia comprobada Disponibilidad horaria. Ayudante Panadero con Experiencia comprobada Disponibilidad horaria.",2018-12-11 14:30:22
"LIMPIADOR/A POR 15 HORAS SEMANALES","MPM SRL","Peon","Producción","Hace 4 días ","Limpieza de una panadería pequeña ubicada en Pocitos Nuevo. De lunes a viernes 2 horas en la mañana. Sábados 5 horas en la tarde. Limpieza de bandejas, hor ...",2018-12-11 14:30:22
"AUXILIAR ADMINISTRATIVO","","Auxiliar","Administración - Secretariado","Hace 4 días "," masculino con conocimientos contables, PC y registración.",2018-12-11 14:30:22
