"puesto","Empresa","Departamento","Ciudad","fecha","fecha_scraping","links"
"Técnico electricista, carpintería, soldadura - contrato zafral, ingreso inmediato","DCAContadoresyAsociados","Canelones","ColoniaNicolich","Ayer, 01:19 p. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electricista-carpinteria-soldadura-contrato-zafral-ingreso-inmediato-en-colonia-nicolich-9818CD1A47A3E0B361373E686DCF3405"
"representantes de ventas para la ciudad de New York EE.UU - Con o sin experiencia ","S.C.JOHNSON&SONDEURUGUAYS.A.","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-representantes-de-ventas-para-la-ciudad-de-new-york-eeuu-con-o-sin-experiencia--en-montevideo-0E5674E302133B0F61373E686DCF3405"
"Cadete  - para temporada en Punta del Este","WorkOfficeS.A.","Maldonado","PuntaDelEste","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete--para-temporada-en-punta-del-este-en-punta-del-este-3A90AAEAFC39FCF461373E686DCF3405"
"Ejecutivo de venta telefónica","RCILatinoamérica","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-venta-telefonica-en-montevideo-F7133F229C49E24861373E686DCF3405"
"Jefe de Investigación y BI","Advice","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-investigacion-y-bi-en-montevideo-BA5E94DF255F3A0961373E686DCF3405"
"Mobile IOS Developers - con inglés","Oktana","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mobile-ios-developers-con-ingles-en-montevideo-B993DEC8D4EE107761373E686DCF3405"
"Jovenes para gestion de cobranza telefonica - Turno vespertino","MO&PCUruguay","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jovenes-para-gestion-de-cobranza-telefonica-turno-vespertino-en-montevideo-3F403E2042DBF28A61373E686DCF3405"
"Mobile Android Developers - con inglés","Oktana","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mobile-android-developers-con-ingles-en-montevideo-80C4BA1D10E5907461373E686DCF3405"
"Desarrollador BD Sr","ValentinBarros","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-bd-sr-en-montevideo-A581909AAA44DF0061373E686DCF3405"
"Oportunidad de Emprendimiento como Representante de Ventas - Para New York EEUU (con o sin experiencia)","DALAKERS.A.","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-oportunidad-de-emprendimiento-como-representante-de-ventas-para-new-york-eeuu-con-o-sin-experiencia-en-montevideo-47DC669F30BE611E61373E686DCF3405"
"Auxiliar contable o laboral - para departamento de Paysandú","EMPRESACONSTRUCTORAACPAYSANDÚ","Paysandú","Paysandu","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-coordinador-de-comercio-exterior-y-logistica--en-montevideo-EF1F90973329945961373E686DCF3405"
"Vendedores - Con o sin experiencia","CASTROTAIBOS.A.","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-limpieza--planta-industrial--en-montevideo-EE84B6233B20960761373E686DCF3405"
"Operario de Fileteado para Importante Empresa - Eventual con Turnos Rotativos","GrupoHumanoConsultores","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-cocina-con-experiencia-en-montevideo-9394F5C3EC7B584061373E686DCF3405"
"Coordinador de Comercio Exterior y Logística ","Aglh","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-fileteado-para-importante-empresa-eventual-con-turnos-rotativos-en-montevideo-4396DAA0E6A9B8C661373E686DCF3405"
"Auxiliar de Limpieza  - Planta Industrial ","Pagnifique","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-sr-en-montevideo-10A2966BAA446EB861373E686DCF3405"
"Auxiliar de cocina - con experiencia","CertuS","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-contable-o-laboral-para-departamento-de-paysandu-en-paysandu-70FF7CE8643C512061373E686DCF3405"
"Estudiante de CC.EE","CPAFerrere","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-con-o-sin-experiencia-en-montevideo-E8AE35E8A09E867461373E686DCF3405"
"Senior .NET Web Developer","BúsquedasIT","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-de-ccee-en-montevideo-231E53F4194E76A061373E686DCF3405"
"Analista Desarrollador Sr","ValentinBarros","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-senior-net-web-developer-en-montevideo-9385B1355B59AC9C61373E686DCF3405"
"Auxiliar de Control en zona de Estacionamientos","ConsultoraHumanphi","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-control-en-zona-de-estacionamientos-en-montevideo-9875DA653009D21961373E686DCF3405"
"Agente de ventas y atención al cliente - Excluyente con experiencia","SOMMISTORE|ColchonesySommiers","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-ventas-y-atencion-al-cliente-excluyente-con-experiencia-en-montevideo-976680CC7E33FC9B61373E686DCF3405"
"Desarrollador WEB Sr","ValentinBarros","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-web-sr-en-montevideo-C8629D92221D94AC61373E686DCF3405"
"SysAdmin - Networking","AnaMartin&Asocs.Consultores","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sysadmin-networking-en-montevideo-F4D3B1664B8470A861373E686DCF3405"
"Ayudante de cocina eventual - para Importante Hotel en Montevideo","JobBTL","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-cocina-eventual-para-importante-hotel-en-montevideo-en-montevideo-BD8D2F22449D7E6861373E686DCF3405"
"Corredor de Bolsa Junior","TRADERSOCIETIES","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-corredor-de-bolsa-junior-en-montevideo-8DDFB07BCA82E67261373E686DCF3405"
"Mucama - (con experiencia en el rubro hotelero)","Adecco","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-mucama-con-experiencia-en-el-rubro-hotelero-en-montevideo-6183AEBDB3A1717461373E686DCF3405"
"Agente de ventas","LiberatuMente","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-ventas-en-montevideo-42967F7640BDF28661373E686DCF3405"
"Administrativo con Fígaro - para Empresa","IdentificaCapitalHumano","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativo-con-figaro-para-empresa-en-montevideo-E94FAF6C8C79DC8861373E686DCF3405"
"Corredor de Bolsa Junior","TRADERSOCIETIES","Montevideo","Montevideo","Ayer, 11:53 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-corredor-de-bolsa-junior-en-montevideo-F38A15A01FB71A1961373E686DCF3405"
"Operador de cilindros - Para cubrir licencia ","ManpowerGroup","Montevideo","Montevideo","Ayer, 11:45 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-operador-de-cilindros-para-cubrir-licencia--en-montevideo-1593A45363F3ACC961373E686DCF3405"
"Recepcionista - Para Club Deportivo","ManpowerGroup","Montevideo","Montevideo","Ayer, 11:41 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-para-club-deportivo-en-montevideo-591568313898987161373E686DCF3405"
"Vendedor de consumo masivo - Con libreta cat. G2","ManpowerGroup","Montevideo","Montevideo","Ayer, 11:21 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-de-consumo-masivo-con-libreta-cat-g2-en-montevideo-CF51483AF84A35EA61373E686DCF3405"
"Estudiante de ciencias económicas","EstiloSRL","Montevideo","Montevideo","Ayer, 11:06 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-de-ciencias-economicas-en-montevideo-6F8F0E1390284EE861373E686DCF3405"
"Ejecutivo de ventas - Interior","ManpowerGroup","Montevideo","Montevideo","Ayer, 10:54 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-ventas-interior-en-montevideo-F2DC6123B66B8F4061373E686DCF3405"
"Vendedor Viajante","Advice","Montevideo","Montevideo","Ayer, 10:48 a. m.",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-viajante-en-montevideo-E7992CFCDBD40FF061373E686DCF3405"
"Perfil desarrollador .NET","STConsultores","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-perfil-desarrollador-net-en-montevideo-F6D315C36E6B845961373E686DCF3405"
"Fullstack Developer MERN Stack - Con Experiencia","Aliados","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-fullstack-developer-mern-stack-con-experiencia-en-montevideo-B20795A95B07AABD61373E686DCF3405"
"Administrativos - Para trabajar en OSE.","STELLABARBOZA","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-administrativos-para-trabajar-en-ose-en-montevideo-354C33F1DEEE1F3E61373E686DCF3405"
"Auxiliar de Atención al cliente - (Punta Shopping/Zafral)","Adecco","Maldonado","PuntaDelEste","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-atencion-al-cliente-punta-shoppingzafral-en-punta-del-este-E49D1AC8F55613AB61373E686DCF3405"
"Cajero administrativo zona La Blanqueada - Sólidos conocimientos informáticos","Teknery","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cajero-administrativo-zona-la-blanqueada-solidos-conocimientos-informaticos-en-montevideo-C823BBCD1CA9887861373E686DCF3405"
"Sanitario - Para trabajar en OSE.","STELLABARBOZA","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-sanitario-para-trabajar-en-ose-en-montevideo-B9382E5C77F74D8B61373E686DCF3405"
"Cadete  - (con libreta A y experiencia previa)","Adecco","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-cadete--con-libreta-a-y-experiencia-previa-en-montevideo-D089F0E39E76137561373E686DCF3405"
"Asistente en administración  - Con conocimientos en Logística","Teknery","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-en-administracion--con-conocimientos-en-logistica-en-montevideo-6B45ECA92799A13661373E686DCF3405"
"Auxiliar de depósito","Aglh","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-deposito-en-montevideo-DABDD2A65762832261373E686DCF3405"
"Analista Funcional  - Jefe de Proyectos","InfrastructureTechnologyServices","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-funcional--jefe-de-proyectos-en-montevideo-984016B5839BFF5E61373E686DCF3405"
"Estudiantes avanzados o recién egresados de Marketing, comunicación o carreras afines - interesados en analizar el mercado de Trade Marketing","ManpowerGroup","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiantes-avanzados-o-recien-egresados-de-marketing-comunicacion-o-carreras-afines-interesados-en-analizar-el-mercado-de-trade-marketing-en-montevideo-6BA1F8B25CA1965361373E686DCF3405"
"Licenciado en Administración y/o Licenciado en Relaciones Laborales  - Licenciado en Administración y/o Licenciado en Relaciones Laborales ","ConsultoresAUREN","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-licenciado-en-administracion-yo-licenciado-en-relaciones-laborales--licenciado-en-administracion-yo-licenciado-en-relaciones-laborales--en-montevideo-47ECACFD4139224C61373E686DCF3405"
"ABAP IV Programador","CHEspañola","España",NA,"10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-abap-iv-programador-en-espana-8F7B4390678375D361373E686DCF3405"
"Analista de Riesgo Operativo y Tecnología","Sura","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-riesgo-operativo-y-tecnologia-en-montevideo-65A9C4E29E984F9E61373E686DCF3405"
"Analista de Crédito de Riesgo y Contraparte ","Sura","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-credito-de-riesgo-y-contraparte--en-montevideo-9CEDF24E8B32ECA361373E686DCF3405"
"Auxiliar de Ventas  - Durazno ","Pagnifique","Durazno","Durazno","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-ventas--durazno--en-durazno-6B2AA8B02961A25461373E686DCF3405"
"Auxiliar de Depósito  - Jovenes en busqueda de su primera experiencia laboral ","ManpowerGroup","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-deposito--jovenes-en-busqueda-de-su-primera-experiencia-laboral--en-montevideo-232985B75529495C61373E686DCF3405"
"Analista de Riesgos Financieros","Sura","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-riesgos-financieros-en-montevideo-66DFDEB3AFB3AF8961373E686DCF3405"
"Vendedor/a de Salón - Maldonado","DivinoS.A.","Maldonado","Maldonado","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-de-salon-maldonado-en-maldonado-25F362C68B00A4D461373E686DCF3405"
"Asistente de Business Intelligence","Bestseller","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-business-intelligence-en-montevideo-F0A510E91711EE1C61373E686DCF3405"
"Maquinista de Refrigeración - Para importante empresa agroindustrial","ManpowerGroup","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-maquinista-de-refrigeracion-para-importante-empresa-agroindustrial-en-montevideo-3598035CA2C26B2061373E686DCF3405"
"Contador/a Senior - Con Experiencia en Estudio Contable","EventualesConsultora","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-contadora-senior-con-experiencia-en-estudio-contable-en-montevideo-968A1F149F481D6061373E686DCF3405"
"Telefonista  - Suplencia ","WorkOfficeS.A.","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telefonista--suplencia--en-montevideo-A6CBD928DECD522C61373E686DCF3405"
"Personal Masculino para empresa de seguridad - disponibilidad horaria","ALTASEGURIDAD","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-personal-masculino-para-empresa-de-seguridad-disponibilidad-horaria-en-montevideo-C66710A46FC2733761373E686DCF3405"
"Dibujante Tecnico - con experiencia comprobable","IUDELGestiónHumana","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-dibujante-tecnico-con-experiencia-comprobable-en-montevideo-F17DC20EF49054D561373E686DCF3405"
"Supervisor de Operaciones Logísticas  - Montes del Plata Conchillas","MontesdelPlata","Colonia","Conchillas","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-supervisor-de-operaciones-logisticas--montes-del-plata-conchillas-en-conchillas-9CBC76299FD6710F61373E686DCF3405"
"Aprendiz de Mecánica","VP Selección","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-aprendiz-de-mecanica-en-montevideo-C65DB30CBE6C500561373E686DCF3405"
"Recepcionista - Disponibilidad horaria","WorkOfficeS.A.","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-disponibilidad-horaria-en-montevideo-216D318C80A6A74C61373E686DCF3405"
"Encargado de calidad y atención al cliente. ","PaoladeLeonardis","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-calidad-y-atencion-al-cliente--en-montevideo-6E60A8AB7DDC252C61373E686DCF3405"
"Buscamos Vendedores/as Reconocida Empresa en el Rubro de Tecnología. Leer detalladamente el anuncio.","RRHHEMPRESAVENTAS","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-buscamos-vendedoresas-reconocida-empresa-en-el-rubro-de-tecnologia-leer-detalladamente-el-anuncio-en-montevideo-CE0E42FDDF8649D861373E686DCF3405"
"Responsable de Finanzas","Curbelo&Cianci","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-responsable-de-finanzas-en-montevideo-30978089EFCBE91A61373E686DCF3405"
"Jefe de División Tecnología de la Información","Curbelo&Cianci","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-division-tecnologia-de-la-informacion-en-montevideo-F13D175C4527DE0161373E686DCF3405"
"Jefe División Tesorería","Curbelo&Cianci","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-division-tesoreria-en-montevideo-666503B31353798261373E686DCF3405"
"Telemarketer","Curbelo&Cianci","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-telemarketer-en-montevideo-FB7DD1A4D8589D3D61373E686DCF3405"
"Auxiliar de Comercio Exterior y Atención al Cliente","Curbelo&Cianci","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-de-comercio-exterior-y-atencion-al-cliente-en-montevideo-4A68631A7919AE3E61373E686DCF3405"
"Analista de cadenas - Para reconocida empresa multinacional líder en su rubro","ManpowerGroup","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-analista-de-cadenas-para-reconocida-empresa-multinacional-lider-en-su-rubro-en-montevideo-0725D7A166D7880261373E686DCF3405"
"Estudiante de Contador Púbico para Auditoría - Temporal ","StavrosMoyalyAsociados","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-estudiante-de-contador-pubico-para-auditoria-temporal--en-montevideo-0286F963FD20568C61373E686DCF3405"
"Vendedor Servicios  - Amplia disponibilidad horaria.","ControlKilos","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-vendedor-servicios--amplia-disponibilidad-horaria-en-montevideo-1867206F67DE0EC461373E686DCF3405"
"Anfitriona","VP Selección","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-anfitriona-en-montevideo-5D78093545DD155061373E686DCF3405"
"Asistente de Operaciones","Sura","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-operaciones-en-montevideo-497FC6331DF7743661373E686DCF3405"
"Bachero - Para importante hotel ","ManpowerGroup","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-bachero-para-importante-hotel--en-montevideo-937CF7A29C58C1FF61373E686DCF3405"
"Promotor en Maldonado - Zafra Verano","ESECE","Maldonado","PuntaDelEste","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-promotor-en-maldonado-zafra-verano-en-punta-del-este-4F02D6532D87D3FA61373E686DCF3405"
"Agente de mantenimiento","JCDecauxOOHUruguayS.A.","Montevideo","Montevideo","10 diciembre",2018-12-12 17:33:49,"/ofertas-de-trabajo/oferta-de-trabajo-de-agente-de-mantenimiento-en-montevideo-6E978ED7B772925961373E686DCF3405"
